"Id","RouteId","Description","ExactPoint","Time","IsActive","UserId"
1641,19,"AMALIA","M.ROAD","07:33",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1642,19,"KAZINHS S/M","M.ROAD","07:40",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1643,20,"STELLA S/M","M.ROAD","09:40",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1644,32,"SAN STEFANO BARAS","M.ROAD","07:05",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1645,28,"THALASSA HTL SUITES","M.ROAD","06:57",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1646,28,"EXPRESS S/M PEROYLADES","M.ROAD","07:36",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1647,28,"RODA OASIS HTL","MAIN ROAD","07:09",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1648,20,"TP TRAVEL PERAMA OFFICE","MAIN ROAD","08:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1649,29,"SANDY TRAVEL","OFFICE","09:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1650,29,"GO KART","MAIN ROAD","09:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1651,20,"MARBELLA NIDO","MAIN ROAD","09:06",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1652,29,"ROUSOS APT","M.ROAD","09:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1653,29,"THE BARN BAR","M.ROAD","09:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1654,28,"LEKKAS TAVERNA","M.ROAD","06:40",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1655,28,"KORMORANOS EXIT No5","MAIN ROAD","07:03",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1656,22,"KONTOGYALOS HTL","MAIN ROAD","07:25",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1657,32,"BRILIANT KAVO DEMO","MAIN.ROAD","06:40",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1659,28,"RODA TRAFFIC LIGHTS","MAIN ROAD","07:10",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1660,19,"SETTE VENTI","MAIN ROAD","08:20",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1661,28,"THE BRANCH OFFICE","MAIN ROAD","07:31",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1662,28,"TROUBETAS CORYFI","MAIN ROAD","08:05",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1663,29,"EROFILI HTL","MAIN ROAD","09:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1664,28,"KASSIOPI SPIRAKOS BIKES","MAIN ROAD","06:40",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1665,32,"COSTAS RENT A CAR / BIO MARKET","MAIN ROAD","06:50",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1666,29,"LEGENDS BAR KAVOS","M.ROAD","09:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1667,28,"NOSTOS MARE","MAIN ROAD","06:58",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1668,29,"SNOBS BAR","MAIN ROAD","09:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1669,20,"CASA DI VENTI","MAIN ROAD","08:57",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1670,20,"GARDENOS VILLA GIANNETA","MAIN ROAD","09:20",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1671,20,"STELLA S/M AG GEORGIOS ARG","MAIN ROAD","09:41",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1672,29,"MELISSA APTS KAVOS","M.ROAD","09:44",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1673,19,"DOUGLAS COLUMN","MAIN ROAD","08:20",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1674,28,"SIDARI MARKATO SUPER MARKET","MAIN ROAD","07:30",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1675,29,"NIKOS VILLAS","M.ROAD","09:44",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1676,19,"IKOS HOTEL","M.GATE","07:32",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1677,22,"RIZOS GARDEN ΚΟΜΒΟΣ ΑΦΡΑΣ","MAIN ROAD","08.00",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1678,20,"VITALADES CROSSROAD","MAIN ROAD","09:30",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1679,19,"MONTECRISTO BAR","MAIN ROAD","07:20",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1680,32,"SAN GEORGIO","MAIN ROAD","06:51",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1681,22,"VATOS","BUS STOP","07:05",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1682,20,"VERONIKI APTS","MAIN ROAD","09:07",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1683,28,"FIORI HTL","MAIN ROAD","07:55",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1684,22,"LINDAS MARKET","MAIN ROAD","07:05",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1685,20,"ANDROMACHES APTS","MAIN ROAD","08:50",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1686,19,"ALYKES PROFI","MAIN ROAD","07:50",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1687,20,"KANALIA SKLAVENITIS","MAIN ROAD","08:40",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1688,19,"PALEA ANAKTORA KAMARA","MAIN ROAD","08:20",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1689,20,"BRETANOS APTS","MAIN ROAD","08:48",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1690,19,"CITY MARINA HTL","MAIN ROAD","08:20",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1691,20,"MYTHOS KAIRABA HOTEL","RECEPTION","09:00",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1692,22,"ADRIOLOS APTS","MAIN GATE","07:10",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1693,19,"KOLONA NTOYGLA","MAIN ROAD","08:15",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1694,20,"NYXTERIDA PENSION MARATHIAS","CROSSROAD","09:30",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1695,20,"BENITSES SCHOOL","MAIN ROAD","08:53",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1696,22,"NOUFARO APARTMENTS","MAIN ROAD","07:00",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1697,20,"AROKARIA","MAIN ROAD","08:55",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1698,28,"VLASEROS BRANCH OFFICE","MAIN ROAD","07:30",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1699,20,"HLIOS SUPERMARKET","MAIN ROAD","09:10",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1700,19,"KAMINAKI","MAIN ROAD","06:55",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1701,28,"S - BIKES ACHARAVI","MAIN ROAD","07:00",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1702,19,"MAYROS GATOS","MAIN ROAD","08:20",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1703,19,"MOYSIKO GYMNASIO KOMMENO","BUS STOP","07:39",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1704,19,"TELESILA HOTEL","MAIN ROAD","07:45",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1705,32,"LEITOYRGIS OFFICE SAN STEFANO","MAIN ROAD","07:10",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
1706,20,"THRAKA GRILL HOUSE","MAIN ROAD","08:40",1,"b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
